time,open,high,low,close,volume,value,foreign_buy_vol,foreign_sell_vol,foreign_buy_val,foreign_sell_val,foreign_room,foreign_ownership_pct,foreign_buy_value_bn,foreign_sell_value_bn
2010-01-26,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-01-27,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-02-05,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-01,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-02,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-03,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-04,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-05,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-08,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-09,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-10,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-11,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-12,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-15,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-16,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-17,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-18,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-19,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-22,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-23,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-24,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-26,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-29,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-03-30,1.52,0.0,0.0,0.0,0,0.0,,,,,,,,
2010-03-31,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-01,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-02,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-05,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-06,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-07,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-08,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-09,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-12,1.52,1.52,1.52,1.52,0,0.0,,,,,,,,
2010-04-13,1.46,1.46,1.46,1.46,10000,14600.0,,,,,,,,
2010-04-14,1.46,0.0,0.0,0.0,0,0.0,,,,,,,,
2010-04-15,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-16,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-19,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-20,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-21,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-22,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-26,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-27,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-28,1.46,1.46,1.46,1.46,0,0.0,,,,,,,,
2010-04-29,1.6,1.6,1.6,1.6,1000,1600.0,,,,,,,,
2010-05-04,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-05,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-06,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-07,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-10,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-11,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-12,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-13,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-14,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-17,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-18,1.6,0.0,0.0,0.0,0,0.0,,,,,,,,
2010-05-19,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-20,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-21,1.6,1.6,1.6,1.6,0,0.0,,,,,,,,
2010-05-25,1.75,1.75,1.75,1.75,1000,1750.0,,,,,,,,
2010-05-26,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-05-27,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-05-28,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-05-31,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-01,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-02,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-03,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-07,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-08,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-10,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-14,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-15,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-16,1.75,0.0,0.0,0.0,0,0.0,,,,,,,,
2010-06-17,1.75,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-18,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-21,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-22,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-24,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-25,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-28,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-29,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-06-30,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-01,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-02,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-05,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-06,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-07,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-08,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-09,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-12,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-13,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-14,1.67,1.75,1.75,1.75,0,0.0,,,,,,,,
2010-07-15,1.51,1.51,1.51,1.51,10,15.1,,,,,,,,
2010-07-19,1.51,1.52,1.51,1.52,2100,3192.0,,,,,,,,
2010-07-20,1.51,1.51,1.51,1.51,600,906.0,,,,,,,,
2010-07-21,1.51,1.51,1.51,1.51,100,151.0,,,,,,,,
2010-07-22,1.39,1.56,1.39,1.52,1400,2128.0,,,,,,,,
2010-07-23,1.51,1.51,1.51,1.51,500,755.0,,,,,,,,
2010-07-26,1.51,1.51,1.51,1.51,0,0.0,,,,,,,,
2010-07-27,1.39,1.39,1.39,1.39,100,139.0,,,,,,,,
2010-07-28,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-07-29,1.27,1.27,1.27,1.27,1000,1270.0,,,,,,,,
2010-07-30,1.27,0.0,0.0,0.0,0,0.0,,,,,,,,
2010-08-02,1.2,1.2,1.2,1.2,300,360.0,,,,,,,,
2010-08-04,1.09,1.1,1.09,1.1,2800,3080.0000000000005,,,,,,,,
2010-08-05,1.19,1.19,1.19,0.0,3600,0.0,,,,,,,,
2010-08-06,1.31,1.31,1.31,1.31,100,131.0,,,,,,,,
2010-08-09,1.43,1.43,1.43,1.43,100,143.0,,,,,,,,
2010-08-10,1.57,1.57,1.29,1.29,200,258.0,,,,,,,,
2010-08-11,1.55,1.55,1.29,1.29,300,387.0,,,,,,,,
2010-08-12,1.38,1.29,1.29,1.29,0,0.0,,,,,,,,
2010-08-13,1.38,1.29,1.29,1.29,0,0.0,,,,,,,,
2010-08-16,1.26,1.26,1.26,1.26,2100,2646.0,,,,,,,,
2010-08-17,1.26,1.26,1.26,1.26,0,0.0,,,,,,,,
2010-08-18,1.37,1.37,1.14,1.14,1200,1367.9999999999998,,,,,,,,
2010-08-19,1.28,1.28,1.28,1.28,100,128.0,,,,,,,,
2010-08-20,1.37,1.37,1.15,1.15,500,575.0,,,,,,,,
2010-08-23,1.19,1.15,1.15,1.15,0,0.0,,,,,,,,
2010-08-25,1.19,1.15,1.15,1.15,0,0.0,,,,,,,,
2010-08-26,1.08,1.08,1.08,1.08,100,108.0,,,,,,,,
2010-08-27,0.99,0.99,0.99,0.99,1900,1881.0,,,,,,,,
2010-08-30,0.95,0.95,0.95,0.95,100,95.0,,,,,,,,
2010-08-31,0.95,0.95,0.95,0.95,0,0.0,,,,,,,,
2010-09-01,1.04,1.04,1.01,1.01,200,202.0,,,,,,,,
2010-09-06,1.13,1.13,1.01,1.01,1300,1313.0,,,,,,,,
2010-09-07,1.13,1.13,1.13,1.13,100,113.0,,,,,,,,
2010-09-08,1.23,1.23,1.23,1.23,100,123.0,,,,,,,,
2010-09-09,1.33,1.33,1.33,1.33,1100,1463.0,,,,,,,,
2010-09-10,1.37,1.37,1.37,1.37,100,137.0,,,,,,,,
2010-09-13,1.39,1.39,1.39,1.39,100,139.0,,,,,,,,
2010-09-14,1.41,1.41,1.41,1.41,100,141.0,,,,,,,,
2010-09-15,1.42,1.42,1.42,1.42,100,142.0,,,,,,,,
2010-09-16,1.39,1.39,1.39,1.39,100,139.0,,,,,,,,
2010-09-17,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-20,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-21,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-22,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-23,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-24,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-27,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-28,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-29,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-09-30,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-10-01,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-10-04,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-10-05,1.39,1.39,1.39,1.39,0,0.0,,,,,,,,
2010-10-06,1.26,1.26,1.26,1.26,300,378.0,,,,,,,,
2010-10-07,1.14,1.14,1.14,1.14,100,114.0,,,,,,,,
2010-10-08,1.03,1.03,1.03,1.03,100,103.0,,,,,,,,
2010-10-11,1.0,1.0,1.0,1.0,100,100.0,,,,,,,,
2010-10-12,0.99,0.99,0.99,0.99,200,198.0,,,,,,,,
2010-10-13,0.95,0.95,0.95,0.95,500,475.0,,,,,,,,
2010-10-14,1.04,1.04,0.95,0.95,900,855.0,,,,,,,,
2010-10-15,0.91,0.91,0.91,0.91,500,455.0,,,,,,,,
2010-10-18,0.89,0.89,0.89,0.89,3100,2759.0,,,,,,,,
